"date","country","total_revenue"
"2007-04-07","Poland","8.99"
"2007-04-28","Poland","0.99"
"2007-04-28","Poland","0.99"
"2007-04-30","Poland","5.99"
"2007-04-07","Mexico","3.99"
"2007-04-07","Mexico","2.99"
"2007-04-08","Mexico","4.99"
"2007-04-10","Mexico","8.99"
"2007-04-10","Mexico","2.99"
"2007-04-11","Mexico","2.99"
"2007-04-11","Mexico","4.99"
"2007-04-11","Mexico","4.99"
"2007-04-12","Mexico","6.99"
"2007-04-28","Mexico","2.99"
"2007-04-30","Mexico","4.99"
"2007-04-30","Mexico","0.99"
"2007-04-05","American Samoa","0.99"
"2007-04-06","American Samoa","4.99"
"2007-04-07","American Samoa","2.99"
"2007-04-27","American Samoa","4.99"
"2007-04-27","American Samoa","3.99"
"2007-04-28","American Samoa","4.99"
"2007-04-28","American Samoa","4.99"
"2007-04-28","American Samoa","4.99"
"2007-04-28","American Samoa","0.99"
"2007-04-29","American Samoa","4.99"
"2007-04-30","American Samoa","0.99"
"2007-04-06","Nepal","5.99"
"2007-04-06","Nepal","4.99"
"2007-04-07","Nepal","4.99"
"2007-04-07","Nepal","5.99"
"2007-04-09","Nepal","2.99"
"2007-04-10","Nepal","8.99"
"2007-04-11","Nepal","2.99"
"2007-04-12","Nepal","5.99"
"2007-04-29","Nepal","6.99"
"2007-04-30","Nepal","0.99"
"2007-04-05","Argentina","0.99"
"2007-04-06","Argentina","1.99"
"2007-04-06","Argentina","4.99"
"2007-04-11","Argentina","2.99"
"2007-04-12","Argentina","3.99"
"2007-04-12","Argentina","0.99"
"2007-04-12","Argentina","4.99"
"2007-04-27","Argentina","4.99"
"2007-04-28","Argentina","4.99"
"2007-04-30","Argentina","7.99"
"2007-04-30","Argentina","4.99"
"2007-04-30","Argentina","1.99"
"2007-04-06","Mexico","6.99"
"2007-04-08","Mexico","1.99"
"2007-04-10","Mexico","4.99"
"2007-04-10","Mexico","1.99"
"2007-04-12","Mexico","3.99"
"2007-04-27","Mexico","7.99"
"2007-04-27","Mexico","2.99"
"2007-04-28","Mexico","5.99"
"2007-04-28","Mexico","1.99"
"2007-04-28","Mexico","4.99"
"2007-04-29","Mexico","0.99"
"2007-04-29","Mexico","0.99"
"2007-04-30","Mexico","2.99"
"2007-04-30","Mexico","4.99"
"2007-04-30","Mexico","4.99"
"2007-04-06","China","4.99"
"2007-04-07","China","0.99"
"2007-04-07","China","4.99"
"2007-04-10","China","2.99"
"2007-04-10","China","0.99"
"2007-04-11","China","2.99"
"2007-04-11","China","4.99"
"2007-04-27","China","3.99"
"2007-04-27","China","7.99"
"2007-04-28","China","6.99"
"2007-04-29","China","3.99"
"2007-04-30","China","4.99"
"2007-04-30","China","2.99"
"2007-04-09","Brazil","5.99"
"2007-04-10","Brazil","2.99"
"2007-04-10","Brazil","4.99"
"2007-04-11","Brazil","4.99"
"2007-04-12","Brazil","0.99"
"2007-04-27","Brazil","9.99"
"2007-04-28","Brazil","2.99"
"2007-04-29","Brazil","0.99"
"2007-04-30","Brazil","2.99"
"2007-04-30","Brazil","4.99"
"2007-04-06","Saint Vincent and the Grenadines","0.99"
"2007-04-07","Saint Vincent and the Grenadines","7.99"
"2007-04-09","Saint Vincent and the Grenadines","5.99"
"2007-04-27","Saint Vincent and the Grenadines","2.99"
"2007-04-28","Saint Vincent and the Grenadines","2.99"
"2007-04-28","Saint Vincent and the Grenadines","4.99"
"2007-04-29","Saint Vincent and the Grenadines","5.99"
"2007-04-29","Saint Vincent and the Grenadines","4.99"
"2007-04-29","Saint Vincent and the Grenadines","2.99"
"2007-04-30","Saint Vincent and the Grenadines","0.99"
"2007-04-30","Saint Vincent and the Grenadines","0.99"
"2007-04-30","Saint Vincent and the Grenadines","4.99"
"2007-04-07","Turkey","4.99"
"2007-04-08","Turkey","0.99"
"2007-04-12","Turkey","2.99"
"2007-04-27","Turkey","1.99"
"2007-04-28","Turkey","1.99"
"2007-04-09","Indonesia","4.99"
"2007-04-28","Indonesia","1.99"
"2007-04-29","Indonesia","6.99"
"2007-04-29","Indonesia","4.99"
"2007-04-30","Indonesia","2.99"
"2007-04-30","Indonesia","2.99"
"2007-04-06","Bangladesh","2.99"
"2007-04-07","Bangladesh","4.99"
"2007-04-07","Bangladesh","4.99"
"2007-04-07","Bangladesh","1.99"
"2007-04-08","Bangladesh","2.99"
"2007-04-28","Bangladesh","4.99"
"2007-04-28","Bangladesh","7.99"
"2007-04-29","Bangladesh","6.99"
"2007-04-30","Bangladesh","0.99"
"2007-04-30","Bangladesh","4.99"
"2007-04-30","Bangladesh","0.99"
"2007-04-30","Bangladesh","0.99"
"2007-04-30","Bangladesh","6.99"
"2007-04-06","United States","4.99"
"2007-04-06","United States","2.99"
"2007-04-06","United States","2.99"
"2007-04-07","United States","1.99"
"2007-04-09","United States","2.99"
"2007-04-10","United States","5.99"
"2007-04-12","United States","0.99"
"2007-04-12","United States","2.99"
"2007-04-12","United States","2.99"
"2007-04-28","United States","2.99"
"2007-04-29","United States","4.99"
"2007-04-30","United States","4.99"
"2007-04-05","Argentina","4.99"
"2007-04-06","Argentina","4.99"
"2007-04-06","Argentina","8.99"
"2007-04-07","Argentina","4.99"
"2007-04-07","Argentina","5.99"
"2007-04-07","Argentina","10.99"
"2007-04-09","Argentina","2.99"
"2007-04-10","Argentina","1.99"
"2007-04-10","Argentina","5.99"
"2007-04-28","Argentina","0.99"
"2007-04-30","Argentina","4.99"
"2007-04-30","Argentina","5.99"
"2007-04-30","Argentina","6.99"
"2007-04-07","Bangladesh","6.99"
"2007-04-07","Bangladesh","6.99"
"2007-04-09","Bangladesh","2.99"
"2007-04-09","Bangladesh","1.99"
"2007-04-09","Bangladesh","2.99"
"2007-04-09","Bangladesh","0.99"
"2007-04-09","Bangladesh","0.99"
"2007-04-27","Bangladesh","7.99"
"2007-04-27","Bangladesh","2.99"
"2007-04-27","Bangladesh","8.99"
"2007-04-27","Bangladesh","4.99"
"2007-04-28","Bangladesh","8.99"
"2007-04-28","Bangladesh","6.99"
"2007-04-30","Bangladesh","1.99"
"2007-04-30","Bangladesh","5.99"
"2007-04-30","Bangladesh","0.99"
"2007-04-30","Bangladesh","4.99"
"2007-04-09","Azerbaijan","0.99"
"2007-04-10","Azerbaijan","1.99"
"2007-04-10","Azerbaijan","4.99"
"2007-04-11","Azerbaijan","0.99"
"2007-04-26","Azerbaijan","4.99"
"2007-04-26","Azerbaijan","0.99"
"2007-04-27","Azerbaijan","6.99"
"2007-04-27","Azerbaijan","0.99"
"2007-04-29","Azerbaijan","4.99"
"2007-04-30","Azerbaijan","4.99"
"2007-04-30","Azerbaijan","10.99"
"2007-04-30","Azerbaijan","4.99"
"2007-04-30","Azerbaijan","2.99"
"2007-04-06","Azerbaijan","4.99"
"2007-04-08","Azerbaijan","6.99"
"2007-04-09","Azerbaijan","4.99"
"2007-04-09","Azerbaijan","0.99"
"2007-04-10","Azerbaijan","5.99"
"2007-04-10","Azerbaijan","4.99"
"2007-04-12","Azerbaijan","5.99"
"2007-04-12","Azerbaijan","4.99"
"2007-04-26","Azerbaijan","2.99"
"2007-04-30","Azerbaijan","7.99"
"2007-04-30","Azerbaijan","2.99"
"2007-04-30","Azerbaijan","3.99"
"2007-04-06","Tunisia","0.99"
"2007-04-06","Tunisia","0.99"
"2007-04-07","Tunisia","2.99"
"2007-04-07","Tunisia","4.99"
"2007-04-07","Tunisia","8.99"
"2007-04-09","Tunisia","4.99"
"2007-04-09","Tunisia","0.99"
"2007-04-10","Tunisia","2.99"
"2007-04-12","Tunisia","7.99"
"2007-04-12","Tunisia","0.99"
"2007-04-29","Tunisia","3.99"
"2007-04-29","Tunisia","2.99"
"2007-04-30","Tunisia","5.99"
"2007-04-30","Tunisia","4.99"
"2007-04-30","Tunisia","0.99"
"2007-04-07","India","5.99"
"2007-04-08","India","2.99"
"2007-04-10","India","2.99"
"2007-04-10","India","0.99"
"2007-04-11","India","4.99"
"2007-04-11","India","6.99"
"2007-04-29","India","4.99"
"2007-04-29","India","6.99"
"2007-04-29","India","4.99"
"2007-04-30","India","8.99"
"2007-04-30","India","0.99"
"2007-04-30","India","0.99"
"2007-04-06","Japan","5.99"
"2007-04-07","Japan","6.99"
"2007-04-07","Japan","4.99"
"2007-04-08","Japan","4.99"
"2007-04-09","Japan","2.99"
"2007-04-11","Japan","0.99"
"2007-04-11","Japan","7.99"
"2007-04-12","Japan","2.99"
"2007-04-27","Japan","4.99"
"2007-04-29","Japan","4.99"
"2007-04-30","Japan","8.99"
"2007-04-30","Japan","5.99"
"2007-04-05","South Africa","0.99"
"2007-04-06","South Africa","2.99"
"2007-04-07","South Africa","5.99"
"2007-04-08","South Africa","4.99"
"2007-04-09","South Africa","4.99"
"2007-04-11","South Africa","2.99"
"2007-04-11","South Africa","4.99"
"2007-04-27","South Africa","3.99"
"2007-04-29","South Africa","0.99"
"2007-04-30","South Africa","7.99"
"2007-04-06","China","2.99"
"2007-04-07","China","4.99"
"2007-04-07","China","0.99"
"2007-04-08","China","3.99"
"2007-04-10","China","3.99"
"2007-04-11","China","6.99"
"2007-04-11","China","0.99"
"2007-04-12","China","7.99"
"2007-04-27","China","2.99"
"2007-04-28","China","4.99"
"2007-04-30","China","0.99"
"2007-04-30","China","5.99"
"2007-04-30","China","4.99"
"2007-04-07","Vietnam","2.99"
"2007-04-08","Vietnam","0.99"
"2007-04-11","Vietnam","4.99"
"2007-04-27","Vietnam","2.99"
"2007-04-29","Vietnam","4.99"
"2007-04-29","Vietnam","0.99"
"2007-04-29","Vietnam","4.99"
"2007-04-29","Vietnam","4.99"
"2007-04-30","Vietnam","2.99"
"2007-04-06","Netherlands","4.99"
"2007-04-08","Netherlands","2.99"
"2007-04-09","Netherlands","4.99"
"2007-04-10","Netherlands","0.99"
"2007-04-27","Netherlands","2.99"
"2007-04-29","Netherlands","2.99"
"2007-04-29","Netherlands","9.99"
"2007-04-10","Brazil","0.99"
"2007-04-11","Brazil","4.99"
"2007-04-11","Brazil","8.99"
"2007-04-12","Brazil","2.99"
"2007-04-12","Brazil","7.99"
"2007-04-26","Brazil","0.99"
"2007-04-27","Brazil","2.99"
"2007-04-30","Brazil","2.99"
"2007-04-30","Brazil","0.99"
"2007-04-30","Brazil","5.99"
"2007-04-30","Brazil","0.99"
"2007-04-30","Brazil","4.99"
"2007-04-06","Mexico","5.99"
"2007-04-07","Mexico","7.99"
"2007-04-09","Mexico","4.99"
"2007-04-09","Mexico","3.99"
"2007-04-27","Mexico","6.99"
"2007-04-28","Mexico","5.99"
"2007-04-28","Mexico","9.99"
"2007-04-30","Mexico","5.99"
"2007-04-30","Mexico","2.99"
"2007-04-07","Tonga","5.99"
"2007-04-07","Tonga","3.99"
"2007-04-11","Tonga","5.99"
"2007-04-27","Tonga","4.99"
"2007-04-29","Tonga","2.99"
"2007-04-30","Tonga","4.99"
"2007-04-07","Paraguay","2.99"
"2007-04-07","Paraguay","2.99"
"2007-04-07","Paraguay","4.99"
"2007-04-09","Paraguay","3.99"
"2007-04-11","Paraguay","7.99"
"2007-04-27","Paraguay","6.99"
"2007-04-28","Paraguay","2.99"
"2007-04-29","Paraguay","8.99"
"2007-04-30","Paraguay","4.99"
"2007-04-30","Paraguay","2.99"
"2007-04-30","Paraguay","8.99"
"2007-04-07","Russian Federation","4.99"
"2007-04-08","Russian Federation","8.99"
"2007-04-09","Russian Federation","4.99"
"2007-04-10","Russian Federation","4.99"
"2007-04-11","Russian Federation","4.99"
"2007-04-11","Russian Federation","2.99"
"2007-04-12","Russian Federation","8.99"
"2007-04-28","Russian Federation","6.99"
"2007-04-28","Russian Federation","5.99"
"2007-04-29","Russian Federation","6.99"
"2007-04-29","Russian Federation","0.99"
"2007-04-29","Russian Federation","8.99"
"2007-04-30","Russian Federation","4.99"
"2007-04-30","Russian Federation","4.99"
"2007-04-30","Russian Federation","2.99"
"2007-04-06","Latvia","0.99"
"2007-04-06","Latvia","4.99"
"2007-04-07","Latvia","5.99"
"2007-04-08","Latvia","6.99"
"2007-04-09","Latvia","0.99"
"2007-04-10","Latvia","2.99"
"2007-04-11","Latvia","1.99"
"2007-04-28","Latvia","0.99"
"2007-04-28","Latvia","4.99"
"2007-04-28","Latvia","4.99"
"2007-04-28","Latvia","4.99"
"2007-04-29","Latvia","4.99"
"2007-04-29","Latvia","2.99"
"2007-04-30","Latvia","4.99"
"2007-04-30","Latvia","4.99"
"2007-04-30","Latvia","3.99"
"2007-04-30","Latvia","2.99"
"2007-04-05","Taiwan","4.99"
"2007-04-06","Taiwan","4.99"
"2007-04-08","Taiwan","9.99"
"2007-04-08","Taiwan","0.99"
"2007-04-08","Taiwan","0.99"
"2007-04-08","Taiwan","8.99"
"2007-04-09","Taiwan","4.99"
"2007-04-10","Taiwan","0.99"
"2007-04-12","Taiwan","2.99"
"2007-04-27","Taiwan","2.99"
"2007-04-27","Taiwan","6.99"
"2007-04-28","Taiwan","4.99"
"2007-04-29","Taiwan","2.99"
"2007-04-29","Taiwan","4.99"
"2007-04-29","Taiwan","4.99"
"2007-04-30","Taiwan","2.99"
"2007-04-05","Philippines","3.99"
"2007-04-07","Philippines","2.99"
"2007-04-08","Philippines","5.99"
"2007-04-08","Philippines","0.99"
"2007-04-09","Philippines","4.99"
"2007-04-26","Philippines","4.99"
"2007-04-27","Philippines","4.99"
"2007-04-28","Philippines","2.99"
"2007-04-29","Philippines","4.99"
"2007-04-30","Philippines","1.99"
"2007-04-30","Philippines","5.99"
"2007-04-30","Philippines","0.99"
"2007-04-05","Russian Federation","0.99"
"2007-04-06","Russian Federation","5.99"
"2007-04-08","Russian Federation","2.99"
"2007-04-09","Russian Federation","0.99"
"2007-04-09","Russian Federation","2.99"
"2007-04-10","Russian Federation","1.99"
"2007-04-11","Russian Federation","3.99"
"2007-04-27","Russian Federation","4.99"
"2007-04-06","Russian Federation","2.99"
"2007-04-08","Russian Federation","0.99"
"2007-04-08","Russian Federation","1.99"
"2007-04-08","Russian Federation","5.99"
"2007-04-09","Russian Federation","0.99"
"2007-04-10","Russian Federation","3.99"
"2007-04-11","Russian Federation","3.99"
"2007-04-12","Russian Federation","4.99"
"2007-04-12","Russian Federation","5.99"
"2007-04-27","Russian Federation","4.99"
"2007-04-29","Russian Federation","4.99"
"2007-04-30","Russian Federation","7.99"
"2007-04-30","Russian Federation","0.99"
"2007-04-07","Cameroon","4.99"
"2007-04-11","Cameroon","5.99"
"2007-04-27","Cameroon","2.99"
"2007-04-27","Cameroon","7.99"
"2007-04-27","Cameroon","6.99"
"2007-04-27","Cameroon","4.99"
"2007-04-28","Cameroon","5.99"
"2007-04-28","Cameroon","2.99"
"2007-04-30","Cameroon","0.99"
"2007-04-07","Mexico","5.99"
"2007-04-12","Mexico","1.99"
"2007-04-12","Mexico","3.99"
"2007-04-28","Mexico","3.99"
"2007-04-30","Mexico","2.99"
"2007-04-06","Brazil","2.99"
"2007-04-07","Brazil","0.99"
"2007-04-07","Brazil","5.99"
"2007-04-08","Brazil","2.99"
"2007-04-09","Brazil","4.99"
"2007-04-10","Brazil","4.99"
"2007-04-10","Brazil","3.99"
"2007-04-11","Brazil","0.99"
"2007-04-12","Brazil","4.99"
"2007-04-26","Brazil","0.99"
"2007-04-26","Brazil","5.99"
"2007-04-27","Brazil","0.99"
"2007-04-27","Brazil","2.99"
"2007-04-27","Brazil","0.99"
"2007-04-29","Brazil","4.99"
"2007-04-29","Brazil","8.99"
"2007-04-29","Brazil","4.99"
"2007-04-30","Brazil","0.99"
"2007-04-30","Brazil","2.99"
"2007-04-06","Japan","5.99"
"2007-04-06","Japan","6.99"
"2007-04-09","Japan","4.99"
"2007-04-10","Japan","5.99"
"2007-04-11","Japan","0.99"
"2007-04-11","Japan","6.99"
"2007-04-11","Japan","2.99"
"2007-04-12","Japan","4.99"
"2007-04-27","Japan","4.99"
"2007-04-27","Japan","5.99"
"2007-04-29","Japan","1.99"
"2007-04-06","India","6.99"
"2007-04-08","India","4.99"
"2007-04-09","India","0.99"
"2007-04-12","India","4.99"
"2007-04-12","India","0.99"
"2007-04-27","India","2.99"
"2007-04-28","India","1.99"
"2007-04-28","India","0.99"
"2007-04-28","India","3.99"
"2007-04-30","India","5.99"
"2007-04-30","India","4.99"
"2007-04-30","India","3.99"
"2007-04-30","India","6.99"
"2007-04-06","Slovakia","3.99"
"2007-04-07","Slovakia","0.99"
"2007-04-10","Slovakia","0.99"
"2007-04-11","Slovakia","8.99"
"2007-04-11","Slovakia","4.99"
"2007-04-11","Slovakia","2.99"
"2007-04-12","Slovakia","0.99"
"2007-04-27","Slovakia","2.99"
"2007-04-27","Slovakia","5.99"
"2007-04-28","Slovakia","2.99"
"2007-04-28","Slovakia","2.99"
"2007-04-30","Slovakia","3.99"
"2007-04-06","India","2.99"
"2007-04-06","India","2.99"
"2007-04-09","India","5.99"
"2007-04-11","India","2.99"
"2007-04-29","India","2.99"
"2007-04-30","India","0.99"
"2007-04-30","India","0.99"
"2007-04-30","India","2.99"
"2007-04-08","Argentina","7.99"
"2007-04-11","Argentina","9.99"
"2007-04-12","Argentina","2.99"
"2007-04-12","Argentina","0.99"
"2007-04-27","Argentina","0.99"
"2007-04-27","Argentina","0.99"
"2007-04-28","Argentina","4.99"
"2007-04-30","Argentina","4.99"
"2007-04-30","Argentina","5.99"
"2007-04-07","Puerto Rico","4.99"
"2007-04-07","Puerto Rico","7.99"
"2007-04-09","Puerto Rico","2.99"
"2007-04-10","Puerto Rico","1.99"
"2007-04-10","Puerto Rico","3.99"
"2007-04-11","Puerto Rico","0.99"
"2007-04-12","Puerto Rico","5.99"
"2007-04-27","Puerto Rico","2.99"
"2007-04-27","Puerto Rico","9.99"
"2007-04-28","Puerto Rico","4.99"
"2007-04-28","Puerto Rico","3.99"
"2007-04-28","Puerto Rico","2.99"
"2007-04-29","Puerto Rico","2.99"
"2007-04-30","Puerto Rico","4.99"
"2007-04-30","Puerto Rico","0.99"
"2007-04-30","Puerto Rico","2.99"
"2007-04-30","Puerto Rico","3.99"
"2007-04-09","Cameroon","2.99"
"2007-04-11","Cameroon","0.99"
"2007-04-12","Cameroon","4.99"
"2007-04-12","Cameroon","0.99"
"2007-04-12","Cameroon","1.99"
"2007-04-27","Cameroon","2.99"
"2007-04-28","Cameroon","2.99"
"2007-04-28","Cameroon","4.99"
"2007-04-30","Cameroon","1.99"
"2007-04-30","Cameroon","4.99"
"2007-04-08","Brazil","8.99"
"2007-04-09","Brazil","4.99"
"2007-04-10","Brazil","1.99"
"2007-04-10","Brazil","5.99"
"2007-04-11","Brazil","4.99"
"2007-04-12","Brazil","4.99"
"2007-04-26","Brazil","4.99"
"2007-04-27","Brazil","1.99"
"2007-04-27","Brazil","2.99"
"2007-04-28","Brazil","2.99"
"2007-04-29","Brazil","2.99"
"2007-04-29","Brazil","4.99"
"2007-04-29","Brazil","0.99"
"2007-04-29","Brazil","2.99"
"2007-04-30","Brazil","4.99"
"2007-04-06","Kenya","3.99"
"2007-04-10","Kenya","3.99"
"2007-04-10","Kenya","6.99"
"2007-04-11","Kenya","4.99"
"2007-04-12","Kenya","4.99"
"2007-04-12","Kenya","2.99"
"2007-04-12","Kenya","4.99"
"2007-04-27","Kenya","2.99"
"2007-04-28","Kenya","4.99"
"2007-04-28","Kenya","2.99"
"2007-04-29","Kenya","3.99"
"2007-04-29","Kenya","2.99"
"2007-04-29","Kenya","4.99"
"2007-04-30","Kenya","4.99"
"2007-04-30","Kenya","8.99"
"2007-04-06","Mexico","4.99"
"2007-04-06","Mexico","4.99"
"2007-04-07","Mexico","0.99"
"2007-04-08","Mexico","4.99"
"2007-04-10","Mexico","10.99"
"2007-04-27","Mexico","2.99"
"2007-04-30","Mexico","4.99"
"2007-04-30","Mexico","0.99"
"2007-04-08","Japan","1.99"
"2007-04-12","Japan","4.99"
"2007-04-27","Japan","7.99"
"2007-04-27","Japan","4.99"
"2007-04-28","Japan","4.99"
"2007-04-29","Japan","4.99"
"2007-04-29","Japan","3.99"
"2007-04-30","Japan","2.99"
"2007-04-30","Japan","4.99"
"2007-04-30","Japan","2.99"
"2007-04-06","Turkey","4.99"
"2007-04-06","Turkey","2.99"
"2007-04-07","Turkey","2.99"
"2007-04-08","Turkey","5.99"
"2007-04-09","Turkey","0.99"
"2007-04-11","Turkey","6.99"
"2007-04-11","Turkey","4.99"
"2007-04-12","Turkey","6.99"
"2007-04-12","Turkey","5.99"
"2007-04-12","Turkey","0.99"
"2007-04-26","Turkey","4.99"
"2007-04-27","Turkey","1.99"
"2007-04-27","Turkey","2.99"
"2007-04-27","Turkey","4.99"
"2007-04-28","Turkey","6.99"
"2007-04-28","Turkey","4.99"
"2007-04-28","Turkey","1.99"
"2007-04-30","Turkey","2.99"
"2007-04-30","Turkey","6.99"
"2007-04-30","Turkey","2.99"
"2007-04-07","India","8.99"
"2007-04-09","India","4.99"
"2007-04-10","India","4.99"
"2007-04-10","India","2.99"
"2007-04-11","India","2.99"
"2007-04-12","India","0.99"
"2007-04-12","India","5.99"
"2007-04-29","India","0.99"
"2007-04-30","India","3.99"
"2007-04-30","India","4.99"
"2007-04-30","India","4.99"
"2007-04-06","Iran","4.99"
"2007-04-07","Iran","0.99"
"2007-04-08","Iran","0.99"
"2007-04-08","Iran","8.99"
"2007-04-11","Iran","4.99"
"2007-04-11","Iran","5.99"
"2007-04-12","Iran","2.99"
"2007-04-27","Iran","4.99"
"2007-04-28","Iran","0.99"
"2007-04-28","Iran","2.99"
"2007-04-30","Iran","5.99"
"2007-04-30","Iran","6.99"
"2007-04-05","Mexico","6.99"
"2007-04-06","Mexico","2.99"
"2007-04-08","Mexico","4.99"
"2007-04-09","Mexico","1.99"
"2007-04-09","Mexico","7.99"
"2007-04-10","Mexico","2.99"
"2007-04-28","Mexico","2.99"
"2007-04-29","Mexico","2.99"
"2007-04-30","Mexico","4.99"
"2007-04-30","Mexico","0.99"
"2007-04-30","Mexico","0.99"
"2007-04-30","Mexico","4.99"
"2007-04-07","India","7.99"
"2007-04-12","India","0.99"
"2007-04-26","India","0.99"
"2007-04-27","India","7.99"
"2007-04-27","India","6.99"
"2007-04-28","India","0.99"
"2007-04-28","India","0.99"
"2007-04-30","India","0.99"
"2007-04-07","Philippines","8.99"
"2007-04-08","Philippines","1.99"
"2007-04-09","Philippines","4.99"
"2007-04-10","Philippines","0.99"
"2007-04-10","Philippines","2.99"
"2007-04-11","Philippines","1.99"
"2007-04-12","Philippines","0.99"
"2007-04-27","Philippines","3.99"
"2007-04-28","Philippines","4.99"
"2007-04-30","Philippines","4.99"
"2007-04-30","Philippines","8.99"
"2007-04-30","Philippines","0.99"
"2007-04-09","Indonesia","4.99"
"2007-04-09","Indonesia","2.99"
"2007-04-09","Indonesia","2.99"
"2007-04-09","Indonesia","6.99"
"2007-04-10","Indonesia","7.99"
"2007-04-12","Indonesia","4.99"
"2007-04-27","Indonesia","4.99"
"2007-04-27","Indonesia","5.99"
"2007-04-28","Indonesia","4.99"
"2007-04-28","Indonesia","7.99"
"2007-04-28","Indonesia","2.99"
"2007-04-29","Indonesia","0.99"
"2007-04-29","Indonesia","0.99"
"2007-04-29","Indonesia","2.99"
"2007-04-29","Indonesia","8.99"
"2007-04-30","Indonesia","5.99"
"2007-04-06","Philippines","2.99"
"2007-04-06","Philippines","4.99"
"2007-04-07","Philippines","7.99"
"2007-04-09","Philippines","5.99"
"2007-04-11","Philippines","3.99"
"2007-04-11","Philippines","0.99"
"2007-04-26","Philippines","4.99"
"2007-04-27","Philippines","0.99"
"2007-04-27","Philippines","3.99"
"2007-04-27","Philippines","0.99"
"2007-04-29","Philippines","3.99"
"2007-04-30","Philippines","8.99"
"2007-04-30","Philippines","4.99"
"2007-04-30","Philippines","0.99"
"2007-04-30","Philippines","4.99"
"2007-04-30","Philippines","6.99"
"2007-04-30","Philippines","4.99"
"2007-04-06","Brazil","1.99"
"2007-04-09","Brazil","4.99"
"2007-04-10","Brazil","6.99"
"2007-04-10","Brazil","3.99"
"2007-04-10","Brazil","2.99"
"2007-04-11","Brazil","0.99"
"2007-04-28","Brazil","0.99"
"2007-04-29","Brazil","7.99"
"2007-04-30","Brazil","0.99"
"2007-04-30","Brazil","6.99"
"2007-04-06","Congo, The Democratic Republic of the","6.99"
"2007-04-07","Congo, The Democratic Republic of the","4.99"
"2007-04-09","Congo, The Democratic Republic of the","2.99"
"2007-04-28","Congo, The Democratic Republic of the","4.99"
"2007-04-29","Congo, The Democratic Republic of the","2.99"
"2007-04-06","Russian Federation","2.99"
"2007-04-07","Russian Federation","0.99"
"2007-04-07","Russian Federation","8.99"
"2007-04-07","Russian Federation","3.99"
"2007-04-08","Russian Federation","5.99"
"2007-04-08","Russian Federation","4.99"
"2007-04-10","Russian Federation","4.99"
"2007-04-12","Russian Federation","6.99"
"2007-04-12","Russian Federation","8.99"
"2007-04-12","Russian Federation","2.99"
"2007-04-28","Russian Federation","2.99"
"2007-04-29","Russian Federation","5.99"
"2007-04-30","Russian Federation","4.99"
"2007-04-30","Russian Federation","2.99"
"2007-04-30","Russian Federation","0.99"
"2007-04-06","Iran","2.99"
"2007-04-07","Iran","0.99"
"2007-04-07","Iran","0.99"
"2007-04-07","Iran","0.99"
"2007-04-12","Iran","7.99"
"2007-04-28","Iran","1.99"
"2007-04-28","Iran","10.99"
"2007-04-30","Iran","4.99"
"2007-04-30","Iran","3.99"
"2007-04-30","Iran","0.99"
"2007-04-30","Iran","4.99"
"2007-04-30","Iran","8.99"
"2007-04-06","China","4.99"
"2007-04-08","China","0.99"
"2007-04-10","China","1.99"
"2007-04-11","China","1.99"
"2007-04-28","China","0.99"
"2007-04-29","China","2.99"
"2007-04-30","China","3.99"
"2007-04-30","China","2.99"
"2007-04-06","India","4.99"
"2007-04-08","India","2.99"
"2007-04-09","India","4.99"
"2007-04-11","India","7.99"
"2007-04-27","India","4.99"
"2007-04-30","India","4.99"
"2007-04-06","Poland","2.99"
"2007-04-06","Poland","4.99"
"2007-04-08","Poland","2.99"
"2007-04-08","Poland","4.99"
"2007-04-09","Poland","0.99"
"2007-04-27","Poland","8.99"
"2007-04-27","Poland","2.99"
"2007-04-27","Poland","0.99"
"2007-04-27","Poland","2.99"
"2007-04-28","Poland","2.99"
"2007-04-28","Poland","3.99"
"2007-04-30","Poland","0.99"
"2007-04-30","Poland","6.99"
"2007-04-30","Poland","10.99"
"2007-04-06","Anguilla","0.99"
"2007-04-06","Anguilla","2.99"
"2007-04-08","Anguilla","0.99"
"2007-04-10","Anguilla","0.99"
"2007-04-11","Anguilla","2.99"
"2007-04-11","Anguilla","4.99"
"2007-04-12","Anguilla","2.99"
"2007-04-27","Anguilla","2.99"
"2007-04-27","Anguilla","2.99"
"2007-04-29","Anguilla","0.99"
"2007-04-30","Anguilla","0.99"
"2007-04-30","Anguilla","4.99"
"2007-04-30","Anguilla","2.99"
"2007-04-30","Anguilla","4.99"
"2007-04-05","United States","3.99"
"2007-04-07","United States","4.99"
"2007-04-08","United States","4.99"
"2007-04-10","United States","0.99"
"2007-04-27","United States","0.99"
"2007-04-29","United States","0.99"
"2007-04-29","United States","9.99"
"2007-04-30","United States","4.99"
"2007-04-30","United States","6.99"
"2007-04-30","United States","0.99"
"2007-04-08","Angola","5.99"
"2007-04-11","Angola","4.99"
"2007-04-11","Angola","0.99"
"2007-04-12","Angola","4.99"
"2007-04-27","Angola","3.99"
"2007-04-29","Angola","2.99"
"2007-04-29","Angola","0.99"
"2007-04-30","Angola","0.99"
"2007-04-30","Angola","0.99"
"2007-04-07","China","0.99"
"2007-04-09","China","0.99"
"2007-04-10","China","4.99"
"2007-04-10","China","4.99"
"2007-04-10","China","2.99"
"2007-04-11","China","0.99"
"2007-04-28","China","0.99"
"2007-04-29","China","1.99"
